id,id_encounter,id_item,flags_2,unk_1,flags_1,id_parent
9612,139,60465,255,2,15,139
9613,139,60468,255,2,15,139
9614,139,60470,255,2,15,139
9615,139,60473,255,2,15,139
9616,139,60475,255,2,15,139
9617,139,60478,255,2,15,139
9618,139,60480,255,2,15,139
9619,139,60245,255,2,15,139
9620,139,60247,255,2,15,139
9621,139,60248,255,2,15,139
9622,139,60505,255,2,15,139
9623,139,60250,255,2,15,139
9624,139,60508,255,2,15,139
9625,139,60509,255,2,15,139
9626,139,60255,255,2,15,139
9627,139,60513,255,2,15,139
9628,139,60257,255,2,15,139
9629,139,61026,255,0,255,139
9630,139,60516,255,2,15,139
9631,139,60261,255,2,15,139
9632,139,61031,255,0,255,139
9633,139,60776,255,0,255,139
9634,139,61032,255,0,255,139
9635,139,61033,255,0,255,139
9636,139,60521,255,2,15,139
9637,139,60778,255,0,255,139
9638,139,60779,255,0,255,139
9639,139,60783,255,0,255,139
9640,139,60786,255,0,255,139
9641,139,60787,255,0,255,139
9642,139,60275,255,2,15,139
9643,139,60788,255,0,255,139
9644,139,60533,255,2,15,139
9645,139,60534,255,2,15,139
9646,139,60278,255,2,15,139
9647,139,61047,255,0,255,139
9648,139,60536,255,2,15,139
9649,139,60280,255,2,15,139
9650,139,60794,254,0,255,139
9651,139,60539,255,2,15,139
9652,139,60283,255,2,15,139
9653,139,60540,255,2,15,139
9654,139,60285,255,2,15,139
9655,139,60799,254,0,255,139
9656,139,60800,254,0,255,139
9657,139,60288,255,2,15,139
9658,139,60801,253,0,255,139
9659,139,60290,255,2,15,139
9660,139,60806,253,0,255,139
9661,139,60807,253,0,255,139
9662,139,60554,255,2,15,139
9663,139,60298,255,2,15,139
9664,139,60555,255,2,15,139
9665,139,60300,255,2,15,139
9666,139,60557,255,2,15,139
9667,139,60305,255,2,15,139
9668,139,60307,255,2,15,139
9669,139,60564,255,2,15,139
9670,139,60310,255,2,15,139
9671,139,60567,255,2,15,139
9672,139,60312,255,2,15,139
9673,139,60314,255,2,15,139
9674,139,60316,255,2,15,139
9675,139,60319,255,2,15,139
9676,139,60321,255,2,15,139
9677,139,60324,255,2,15,139
9678,139,60580,255,2,15,139
9679,139,60581,255,2,15,139
9680,139,60326,255,2,15,139
9681,139,60583,255,2,15,139
9682,139,60330,255,2,15,139
9683,139,60586,255,2,15,139
9684,139,60587,255,2,15,139
9685,139,60332,255,2,15,139
9686,139,60589,255,2,15,139
9687,139,60593,255,2,15,139
9688,139,60340,255,2,15,139
9689,139,60342,255,2,15,139
9690,139,60345,255,2,15,139
9691,139,60602,255,2,15,139
9692,139,60347,255,2,15,139
9693,139,60604,255,2,15,139
9694,139,60350,255,2,15,139
9695,139,60607,255,2,15,139
9696,139,60352,255,2,15,139
9697,139,60355,255,2,15,139
9698,139,60612,255,2,15,139
9699,139,60613,255,2,15,139
9700,139,60357,255,2,15,139
9701,139,60361,255,2,15,139
9702,139,60363,255,2,15,139
9703,139,60626,255,2,15,139
9704,139,60628,255,2,15,139
9705,139,60630,255,2,15,139
9706,139,60634,255,2,15,139
9707,139,60636,255,2,15,139
9708,139,60637,255,2,15,139
9709,139,60645,255,0,255,139
9710,139,60647,255,0,255,139
9711,139,60649,255,0,255,139
9712,139,60650,255,0,255,139
9713,139,60651,255,0,255,139
9714,139,60658,255,0,255,139
9715,139,60659,255,0,255,139
9716,139,60661,255,0,255,139
9717,139,60662,255,0,255,139
9718,139,60664,255,0,255,139
9719,139,60409,255,2,15,139
9720,139,60411,255,2,15,139
9721,139,60668,255,0,255,139
9722,139,60669,255,0,255,139
9723,139,60414,255,2,15,139
9724,139,60670,255,0,255,139
9725,140,70400,255,0,255,140
9726,140,70401,255,0,255,140
9727,140,70402,255,0,255,140
9728,140,70403,255,0,255,140
9729,140,70404,255,0,255,140
9730,140,70942,255,2,15,140
9731,140,70943,255,2,15,140
9732,140,70947,255,2,15,140
9733,140,70949,255,2,15,140
9734,140,70952,255,2,15,140
9735,140,70953,255,2,15,140
9736,140,70245,255,2,15,140
9737,140,70247,255,2,15,140
9738,140,71271,255,2,15,140
9739,140,71273,255,2,15,140
9740,140,70250,255,2,15,140
9741,140,71276,255,2,15,140
9742,140,70252,255,2,15,140
9743,140,71278,255,2,15,140
9744,140,70255,255,2,15,140
9745,140,71281,255,2,15,140
9746,140,70257,255,2,15,140
9747,140,71283,255,2,15,140
9748,140,70260,255,2,15,140
9749,140,70262,255,2,15,140
9750,140,71286,255,2,15,140
9751,140,71288,255,2,15,140
9752,140,70265,255,2,15,140
9753,140,70267,255,2,15,140
9754,140,71292,255,2,15,140
9755,140,71294,255,2,15,140
9756,140,70270,255,2,15,140
9757,140,70272,255,2,15,140
9758,140,71297,255,2,15,140
9759,140,71299,255,2,15,140
9760,140,70275,255,2,15,140
9761,140,70277,255,2,15,140
9762,140,71302,255,2,15,140
9763,140,71046,255,2,15,140
9764,140,70279,255,2,15,140
9765,140,71048,255,2,15,140
9766,140,71304,255,2,15,140
9767,140,70281,255,2,15,140
9768,140,71050,255,2,15,140
9769,140,71052,255,2,15,140
9770,140,70284,255,2,15,140
9771,140,70286,255,2,15,140
9772,140,70289,255,2,15,140
9773,140,71059,255,2,15,140
9774,140,70291,255,2,15,140
9775,140,71061,255,2,15,140
9776,140,70295,255,2,15,140
9777,140,71064,255,2,15,140
9778,140,70297,255,2,15,140
9779,140,71066,255,2,15,140
9780,140,70299,255,2,15,140
9781,140,71069,255,2,15,140
9782,140,70301,255,2,15,140
9783,140,71071,255,2,15,140
9784,140,70304,255,2,15,140
9785,140,70306,255,2,15,140
9786,140,70309,255,2,15,140
9787,140,70311,255,2,15,140
9788,140,70314,255,2,15,140
9789,140,70316,255,2,15,140
9790,140,70319,255,2,15,140
9791,140,70320,255,2,15,140
9792,140,70321,255,2,15,140
9793,140,70322,255,2,15,140
9794,140,70323,255,2,15,140
9795,140,71092,255,2,15,140
9796,140,70324,255,2,15,140
9797,140,70325,255,2,15,140
9798,140,71094,255,2,15,140
9799,140,70326,255,2,15,140
9800,140,70327,255,2,15,140
9801,140,70328,255,2,15,140
9802,140,71097,255,2,15,140
9803,140,70329,255,2,15,140
9804,140,70330,255,2,15,140
9805,140,71099,255,2,15,140
9806,140,70331,255,2,15,140
9807,140,70332,255,2,15,140
9808,140,70333,255,2,15,140
9809,140,71102,255,2,15,140
9810,140,70334,255,2,15,140
9811,140,70335,255,2,15,140
9812,140,71104,255,2,15,140
9813,140,70336,255,2,15,140
9814,140,70337,255,2,15,140
9815,140,70338,255,2,15,140
9816,140,71107,255,2,15,140
9817,140,70339,255,2,15,140
9818,140,70340,255,2,15,140
9819,140,71109,255,2,15,140
9820,140,70341,255,2,15,140
9821,140,70342,255,2,15,140
9822,140,70343,255,2,15,140
9823,140,70344,255,2,15,140
9824,140,70345,255,2,15,140
9825,140,70346,255,2,15,140
9826,140,70347,255,2,15,140
9827,140,70348,255,2,15,140
9828,140,70349,255,2,15,140
9829,140,70350,255,2,15,140
9830,140,70351,255,2,15,140
9831,140,70352,255,2,15,140
9832,140,70354,255,2,15,140
9833,140,70356,255,2,15,140
9834,140,70358,255,2,15,140
9835,140,70359,255,2,15,140
9836,140,70360,255,2,15,140
9837,140,70361,255,2,15,140
9838,140,70362,255,2,15,140
9839,140,70363,255,2,15,140
9840,140,70364,255,2,15,140
9841,140,70365,255,2,15,140
9842,140,70366,255,2,15,140
9843,140,70367,255,2,15,140
9844,140,70368,255,2,15,140
9845,140,70369,255,2,15,140
9846,140,70370,255,2,15,140
9847,140,70371,255,2,15,140
9848,140,70372,255,2,15,140
9849,140,70373,255,2,15,140
9850,140,70374,255,2,15,140
9851,140,70375,255,2,15,140
9852,140,70376,255,2,15,140
9853,140,70377,255,2,15,140
9854,140,70378,255,2,15,140
9855,140,70379,255,2,15,140
9856,140,70380,255,2,15,140
9857,140,70381,255,2,15,140
9858,140,70382,255,2,15,140
9859,140,70383,255,2,15,140
9860,140,70384,255,2,15,140
9861,140,70385,255,2,15,140
9862,140,70386,255,2,15,140
9863,140,70387,255,2,15,140
9864,140,70388,255,2,15,140
9865,140,70389,255,2,15,140
9866,140,70390,254,0,255,140
9867,140,70391,254,0,255,140
9868,140,70392,254,0,255,140
9869,140,70393,253,0,255,140
9870,140,70394,253,0,255,140
9871,140,70395,253,0,255,140
9872,140,70396,255,0,255,140
9873,140,70397,255,0,255,140
9874,140,70398,255,0,255,140
9875,140,70399,255,0,255,140
9876,154,63488,255,2,3,154
9877,154,65376,255,2,12,154
9878,154,63489,255,2,3,154
9879,154,65377,255,2,12,154
9880,154,63490,255,2,3,154
9881,154,63491,255,2,3,154
9882,154,63492,255,2,3,154
9883,154,63493,255,2,3,154
9884,154,63494,255,2,3,154
9885,154,63495,255,2,3,154
9886,154,63496,255,2,3,154
9887,154,63497,255,2,3,154
9888,154,63498,255,2,3,154
9889,154,65367,255,2,12,154
9890,154,65368,255,2,12,154
9891,154,65369,255,2,12,154
9892,154,65370,255,2,12,154
9893,154,65371,255,2,12,154
9894,154,65372,255,2,12,154
9895,154,65373,255,2,12,154
9896,154,65374,255,2,12,154
9897,154,65375,255,2,12,154
9898,155,65088,255,2,12,155
9899,155,65089,255,2,12,155
9900,155,63041,255,0,255,155
9901,155,63682,255,2,3,155
9902,155,69827,255,2,3,155
9903,155,63683,255,2,3,155
9904,155,69828,255,2,3,155
9905,155,63684,255,2,3,155
9906,155,69829,255,2,3,155
9907,155,69830,255,2,3,155
9908,155,69831,255,2,3,155
9909,155,69833,255,2,3,155
9910,155,69834,255,2,3,155
9911,155,69835,255,2,3,155
9912,155,63499,255,2,3,155
9913,155,63500,255,2,3,155
9914,155,63501,255,2,3,155
9915,155,63502,255,2,3,155
9916,155,63503,255,2,3,155
9917,155,63504,255,2,3,155
9918,155,63505,255,2,3,155
9919,155,63506,255,2,3,155
9920,155,63507,255,2,3,155
9921,155,68127,255,2,3,155
9922,155,68128,255,2,3,155
9923,155,68129,255,2,3,155
9924,155,68130,255,2,12,155
9925,155,65378,255,2,12,155
9926,155,68131,255,2,12,155
9927,155,65379,255,2,12,155
9928,155,68132,255,2,12,155
9929,155,65380,255,2,12,155
9930,155,65381,255,2,12,155
9931,155,65382,255,2,12,155
9932,155,65383,255,2,12,155
9933,155,65384,255,2,12,155
9934,155,65000,255,2,12,155
9935,155,65385,255,2,12,155
9936,155,65001,255,2,12,155
9937,155,65386,255,2,12,155
9938,155,65002,255,2,12,155
9939,155,69878,255,2,12,155
9940,155,66998,255,2,12,155
9941,155,69879,255,2,12,155
9942,155,69880,255,2,12,155
9943,155,69881,255,2,12,155
9944,155,64314,255,2,3,155
9945,155,69882,255,2,12,155
9946,155,64315,255,2,3,155
9947,155,69883,255,2,12,155
9948,155,64316,255,2,3,155
9949,155,69884,255,2,12,155
9950,155,69885,255,2,12,155
9951,155,65087,255,2,12,155
9952,156,67424,255,2,12,156
9953,156,67425,255,2,12,156
9954,156,59469,255,2,3,156
9955,156,65133,255,2,12,156
9956,156,59470,255,2,3,156
9957,156,65134,255,2,12,156
9958,156,59471,255,2,3,156
9959,156,65135,255,2,12,156
9960,156,65136,255,2,12,156
9961,156,59472,255,2,3,156
9962,156,65137,255,2,12,156
9963,156,59473,255,2,3,156
9964,156,65138,255,2,12,156
9965,156,59474,255,2,3,156
9966,156,59475,255,2,3,156
9967,156,65139,255,2,12,156
9968,156,65140,255,2,12,156
9969,156,59476,255,2,3,156
9970,156,65141,255,2,12,156
9971,156,65142,255,2,12,156
9972,156,65143,255,2,12,156
9973,156,65144,255,2,12,156
9974,156,59481,255,2,3,156
9975,156,59482,255,2,3,156
9976,156,59483,255,2,3,156
9977,156,59484,255,2,3,156
9978,156,67423,255,2,12,156
9979,157,65091,255,2,12,157
9980,157,65092,255,2,12,157
9981,157,65093,255,2,12,157
9982,157,65094,255,2,12,157
9983,157,65095,255,2,12,157
9984,157,65096,255,2,12,157
9985,157,63531,255,2,3,157
9986,157,63532,255,2,3,157
9987,157,63533,255,2,3,157
9988,157,63534,255,2,3,157
9989,157,63535,255,2,3,157
9990,157,63536,255,2,3,157
9991,157,65105,255,2,12,157
9992,157,65106,255,2,12,157
9993,157,65107,255,2,12,157
9994,157,65108,255,2,12,157
9995,157,65109,255,2,12,157
9996,157,59512,255,2,3,157
9997,157,65112,255,2,12,157
9998,157,59515,255,2,3,157
9999,157,59516,255,2,3,157
10000,157,59517,255,2,3,157
10001,157,59518,255,2,3,157
10002,157,59519,255,2,3,157
10003,158,65120,255,2,12,158
10004,158,65121,255,2,12,158
10005,158,65122,255,2,12,158
10006,158,59502,255,2,3,158
10007,158,59503,255,2,3,158
10008,158,59504,255,2,3,158
10009,158,59505,255,2,3,158
10010,158,59506,255,2,3,158
10011,158,59507,255,2,3,158
10012,158,59508,255,2,3,158
10013,158,59509,255,2,3,158
10014,158,65110,255,2,12,158
10015,158,59510,255,2,3,158
10016,158,65111,255,2,12,158
10017,158,59511,255,2,3,158
10018,158,65113,255,2,12,158
10019,158,59513,255,2,3,158
10020,158,59514,255,2,3,158
10021,158,65114,255,2,12,158
10022,158,65115,255,2,12,158
10023,158,65116,255,2,12,158
10024,158,65117,255,2,12,158
10025,158,65118,255,2,12,158
10026,158,65119,255,2,12,158
10027,167,63680,255,2,3,167
10028,167,65088,255,2,12,167
10029,167,65089,255,2,12,167
10030,167,59330,255,2,3,167
10031,167,59490,255,2,3,167
10032,167,65090,255,2,12,167
10033,167,65123,255,2,12,167
10034,167,65124,255,2,12,167
10035,167,65125,255,2,12,167
10036,167,65126,255,2,12,167
10037,167,59494,255,2,3,167
10038,167,65127,255,2,12,167
10039,167,59495,255,2,3,167
10040,167,65128,255,2,12,167
10041,167,65129,255,2,12,167
10042,167,59497,255,2,3,167
10043,167,59498,255,2,3,167
10044,167,65130,255,2,12,167
10045,167,59499,255,2,3,167
10046,167,65131,255,2,12,167
10047,167,59500,255,2,3,167
10048,167,65132,255,2,12,167
10049,167,59501,255,2,3,167
10050,167,68600,255,2,12,167
10051,167,65145,255,2,12,167
10052,167,64314,255,2,3,167
10053,167,64315,255,2,3,167
10054,167,64316,255,2,3,167
10055,167,59485,255,2,3,167
10056,167,59486,255,2,3,167
10057,167,59487,255,2,3,167
10058,167,65087,255,2,12,167
10059,168,60226,255,2,12,168
10060,168,60227,255,2,12,168
10061,168,60228,255,2,12,168
10062,168,60229,255,2,12,168
10063,168,60230,255,2,12,168
10064,168,60231,255,2,12,168
10065,168,60232,255,2,12,168
10066,168,60233,255,2,12,168
10067,168,60234,255,2,12,168
10068,168,60235,255,2,12,168
10069,168,60236,255,2,12,168
10070,168,60237,255,2,12,168
10071,168,60238,255,2,12,168
10072,169,65004,255,2,12,169
10073,169,59117,255,2,3,169
10074,169,59118,255,2,3,169
10075,169,59119,255,2,3,169
10076,169,59216,255,2,3,169
10077,169,59120,255,2,3,169
10078,169,59217,255,2,3,169
10079,169,59121,255,2,3,169
10080,169,59218,255,2,3,169
10081,169,59122,255,2,3,169
10082,169,59219,255,2,3,169
10083,169,65076,255,2,12,169
10084,169,59220,255,2,3,169
10085,169,63540,255,2,3,169
10086,169,65077,255,2,12,169
10087,169,65078,255,2,12,169
10088,169,65079,255,2,12,169
10089,169,65080,255,2,12,169
10090,169,65081,255,2,12,169
10091,169,65082,255,2,12,169
10092,169,65083,255,2,12,169
10093,169,65084,255,2,12,169
10094,169,65085,255,2,12,169
10095,169,65086,255,2,12,169
10096,170,59328,255,2,3,170
10097,170,59329,255,2,3,170
10098,170,59331,255,2,3,170
10099,170,59492,255,2,3,170
10100,170,59332,255,2,3,170
10101,170,59333,255,2,3,170
10102,170,59334,255,2,3,170
10103,170,59335,255,2,3,170
10104,170,59336,255,2,3,170
10105,170,59340,255,2,3,170
10106,170,59341,255,2,3,170
10107,170,65007,255,2,12,170
10108,170,65041,255,2,12,170
10109,170,65042,255,2,12,170
10110,170,65044,255,2,12,170
10111,170,65045,255,2,12,170
10112,170,65046,255,2,12,170
10113,170,65047,255,2,12,170
10114,170,65048,255,2,12,170
10115,170,65049,255,2,12,170
10116,170,65050,255,2,12,170
10117,170,65051,255,2,12,170
10118,170,59452,255,2,3,170
10119,170,65020,255,2,12,170
10120,171,65056,255,2,12,171
10121,171,65058,255,2,12,171
10122,171,65059,255,2,12,171
10123,171,65060,255,2,12,171
10124,171,65061,255,2,12,171
10126,171,65062,255,2,12,171
10129,171,65063,255,2,12,171
10130,171,65066,255,2,12,171
10131,171,59312,255,2,3,171
10132,171,59315,255,2,3,171
10133,171,59316,255,2,3,171
10134,171,59317,255,2,3,171
10135,171,59318,255,2,3,171
10136,171,59319,255,2,3,171
10137,171,59320,255,2,3,171
10138,171,59322,255,2,3,171
10139,171,59324,255,2,3,171
10140,171,65052,255,2,12,171
10141,171,59325,255,2,3,171
10142,171,65053,255,2,12,171
10143,171,59326,255,2,3,171
10144,171,65054,255,2,12,171
10145,171,59327,255,2,3,171
10146,171,65055,255,2,12,171
10147,172,59233,255,2,3,172
10148,172,59234,255,2,3,172
10149,172,65028,255,2,12,172
10150,172,65064,255,2,12,172
10151,172,65065,255,2,12,172
10152,172,65067,255,2,12,172
10153,172,65068,255,2,12,172
10154,172,65069,255,2,12,172
10155,172,65070,255,2,12,172
10156,172,59310,255,2,3,172
10157,172,59311,255,2,3,172
10158,172,65071,255,2,12,172
10159,172,65072,255,2,12,172
10160,172,59313,255,2,3,172
10161,172,65073,255,2,12,172
10162,172,59314,255,2,3,172
10163,172,65075,255,2,12,172
10164,172,59221,255,2,3,172
10165,172,59223,255,2,3,172
10166,172,59224,255,2,3,172
10167,172,59225,255,2,3,172
10168,172,59355,255,2,3,172
10169,172,59451,255,2,3,172
10170,172,65021,255,2,12,172
10171,173,67426,255,2,12,173
10172,173,67427,255,2,12,173
10173,173,67428,255,2,12,173
10174,173,65029,255,2,12,173
10175,173,65030,255,2,12,173
10176,173,65031,255,2,12,173
10177,173,65032,255,2,12,173
10178,173,65033,255,2,12,173
10179,173,65034,255,2,12,173
10180,173,65035,255,2,12,173
10181,173,65036,255,2,12,173
10182,173,65037,255,2,12,173
10183,173,59342,255,2,3,173
10184,173,65038,255,2,12,173
10185,173,59343,255,2,3,173
10186,173,65039,255,2,12,173
10187,173,65040,255,2,12,173
10188,173,59344,255,2,3,173
10189,173,59346,255,2,3,173
10190,173,59347,255,2,3,173
10191,173,59348,255,2,3,173
10192,173,59349,255,2,3,173
10193,173,59350,255,2,3,173
10194,173,59351,255,2,3,173
10195,173,59352,255,2,3,173
10196,173,59353,255,2,3,173
10197,173,59354,255,2,3,173
10198,174,65024,255,2,12,174
10199,174,59457,255,2,3,174
10200,174,65025,255,2,12,174
10201,174,65057,255,2,12,174
10202,174,63682,255,2,3,174
10203,174,65026,255,2,12,174
10204,174,63683,255,2,3,174
10205,174,59459,255,2,3,174
10206,174,65027,255,2,12,174
10207,174,63684,255,2,3,174
10208,174,65000,255,2,12,174
10209,174,65001,255,2,12,174
10210,174,59337,255,2,3,174
10211,174,65002,255,2,12,174
10212,174,65003,255,2,12,174
10213,174,59441,255,2,3,174
10214,174,59442,255,2,3,174
10215,174,65074,255,2,12,174
10216,174,59443,255,2,3,174
10217,174,65043,255,2,12,174
10218,174,59444,255,2,3,174
10219,174,59222,255,2,3,174
10220,174,59321,255,2,3,174
10221,174,65017,255,2,12,174
10222,174,59450,255,2,3,174
10223,174,65018,255,2,12,174
10224,174,65019,255,2,12,174
10225,174,59356,255,2,3,174
10226,174,59454,255,2,3,174
10227,174,65022,255,2,12,174
10228,174,63679,255,2,3,174
10229,174,65023,255,2,12,174
10230,175,69600,255,2,15,175
10231,175,69601,255,2,15,175
10232,175,69602,255,2,15,175
10233,175,69603,255,2,15,175
10234,175,69604,255,2,15,175
10235,176,69608,255,2,15,176
10236,176,69609,255,2,15,176
10237,176,69605,255,2,15,176
10238,176,69606,255,2,15,176
10239,176,69607,255,2,15,176
10240,177,69632,255,2,15,177
10241,177,69633,255,2,15,177
10242,177,69634,255,2,15,177
10243,177,69635,255,2,15,177
10244,177,69630,255,2,15,177
10245,177,69631,255,2,15,177
10246,178,69632,255,2,15,178
10247,178,69633,255,2,15,178
10248,178,69636,255,2,15,178
10249,178,69637,255,2,15,178
10250,178,69630,255,2,15,178
10251,178,69631,255,2,15,178
10252,179,69632,255,2,15,179
10253,179,69633,255,2,15,179
10254,179,69630,255,2,15,179
10255,179,69638,255,2,15,179
10256,179,69631,255,2,15,179
10257,179,69639,255,2,15,179
10258,180,69632,255,2,15,180
10259,180,69640,255,2,15,180
10260,180,69633,255,2,15,180
10261,180,69641,255,2,15,180
10262,180,69630,255,2,15,180
10263,180,69631,255,2,15,180
10264,181,69610,255,2,15,181
10265,181,69611,255,2,15,181
10266,181,69612,255,2,15,181
10267,181,69613,255,2,15,181
10268,181,69614,255,2,15,181
10269,184,69616,255,2,15,184
10270,184,69617,255,2,15,184
10271,184,69618,255,2,15,184
10272,184,69619,255,2,15,184
10273,184,69615,255,2,15,184
10274,185,69620,255,2,15,185
10275,185,69621,255,2,15,185
10276,185,69622,255,2,15,185
10277,185,69623,255,2,15,185
10278,185,69624,255,2,15,185
10279,185,69625,255,2,15,185
10280,185,69626,255,2,15,185
10281,185,69627,255,2,15,185
10282,185,69628,255,2,15,185
10283,185,69629,255,2,15,185
10284,186,69552,255,2,15,186
10285,186,69553,255,2,15,186
10286,186,69549,255,2,15,186
10287,186,69550,255,2,15,186
10288,186,69551,255,2,15,186
10289,187,69554,255,2,15,187
10290,187,69555,255,2,15,187
10291,187,69556,255,2,15,187
10292,187,69557,255,2,15,187
10293,187,69558,255,2,15,187
10294,188,69560,255,2,15,188
10295,188,69561,255,2,15,188
10296,188,69562,255,2,15,188
10297,188,69563,255,2,15,188
10298,188,69559,255,2,15,188
10299,189,69568,255,2,15,189
10300,189,69564,255,2,15,189
10301,189,69565,255,2,15,189
10302,189,69566,255,2,15,189
10303,189,69567,255,2,15,189
10304,190,70080,255,2,15,190
10305,190,69569,255,2,15,190
10306,190,69570,255,2,15,190
10307,190,69571,255,2,15,190
10308,190,69572,255,2,15,190
10309,190,69573,255,2,15,190
10310,191,69574,255,2,15,191
10311,191,69575,255,2,15,191
10312,191,69576,255,2,15,191
10313,191,69577,255,2,15,191
10314,191,69578,255,2,15,191
10315,191,69579,255,2,15,191
10316,191,69580,255,2,15,191
10317,191,69581,255,2,15,191
10318,191,69582,255,2,15,191
10319,191,69583,255,2,15,191
10320,192,71040,255,2,3,192
10321,192,71617,255,2,12,192
10322,192,71041,255,2,3,192
10323,192,71042,255,2,3,192
10324,192,70914,255,2,3,192
10325,192,71043,255,2,3,192
10326,192,71044,255,2,3,192
10327,192,70922,255,2,3,192
10328,192,69138,255,2,12,192
10329,192,71774,255,2,12,192
10330,192,71775,255,2,3,192
10331,192,71776,255,2,3,192
10332,192,71777,255,2,12,192
10333,192,71778,255,2,12,192
10334,192,71779,255,2,3,192
10335,192,71780,255,2,3,192
10336,192,71781,255,2,12,192
10337,192,71782,255,2,3,192
10338,192,71783,255,2,12,192
10339,192,71784,255,2,12,192
10340,192,71401,255,2,12,192
10341,192,71785,255,2,3,192
10342,192,71402,255,2,12,192
10343,192,71786,255,2,12,192
10344,192,71403,255,2,12,192
10345,192,71787,255,2,3,192
10346,192,71404,255,2,12,192
10347,192,71405,255,2,12,192
10348,192,71406,255,2,12,192
10349,192,71407,255,2,12,192
10350,192,71408,255,2,12,192
10351,192,71409,255,2,12,192
10352,192,71410,255,2,12,192
10353,192,71411,255,2,12,192
10354,192,71412,255,2,12,192
10355,192,71413,255,2,12,192
10356,192,71029,255,2,3,192
10357,192,68981,255,2,3,192
10358,192,69237,255,0,255,192
10359,192,71030,255,2,3,192
10360,192,71031,255,2,3,192
10361,192,71032,255,2,3,192
10362,192,71038,255,2,3,192
10363,192,71039,255,2,3,192
10364,193,71424,255,2,12,193
10365,193,70912,255,2,3,193
10366,193,71617,255,2,12,193
10367,193,71425,255,2,12,193
10368,193,71426,255,2,12,193
10369,193,70991,255,2,3,193
