id,index,trigger_type,cooldown_charges,cooldown_duration,cooldown_group_duration,cooldown_group,id_spell,id_specialization,id_parent
113,0,1,0,-1,-1,0,193841,0,2243
114,0,2,0,-1,-1,0,144268,0,2256
115,0,1,0,-1,-1,0,265027,0,2263
116,0,0,-1,0,1000,11,434,0,2287
117,0,0,-1,0,1000,59,431,0,2288
118,0,0,-1,1000,-1,0,8119,0,2289
119,0,0,-1,1000,-1,0,8097,0,2290
120,0,2,0,-1,-1,0,17153,0,2291
121,0,2,0,-1,-1,0,18199,0,2299
122,0,0,-1,1000,-1,0,2831,0,2304
123,0,0,-1,1000,-1,0,2832,0,2313
132,0,0,-1,-1,3000,330,55884,0,2411
133,1,6,0,-1,-1,0,470,0,2411
134,0,0,-1,-1,3000,330,55884,0,2414
135,1,6,0,-1,-1,0,472,0,2414
136,0,0,-1,0,3000,79,2367,0,2454
137,0,0,-1,0,60000,4,437,0,2455
138,0,0,-1,0,60000,4,2370,0,2456
139,0,0,-1,0,3000,79,2374,0,2457
140,0,0,-1,0,3000,79,2378,0,2458
141,0,0,-1,0,60000,4,2379,0,2459
148,0,0,-1,0,1000,150,1159,0,2581
149,0,0,-1,0,1000,59,11008,0,2593
150,0,0,-1,0,1000,59,11009,0,2594
151,0,0,-1,0,1000,59,11009,0,2595
152,0,0,-1,0,1000,59,11008,0,2596
157,0,0,-1,0,1000,11,433,0,2679
158,0,0,-1,0,1000,11,5004,0,2680
159,0,0,-1,0,1000,11,433,0,2681
160,0,0,-1,0,1000,11,2639,0,2682
161,0,0,-1,0,1000,11,5005,0,2683
162,0,0,-1,0,1000,11,5005,0,2684
163,0,0,-1,0,1000,11,435,0,2685
164,0,0,-1,-1,-1,0,11007,0,2686
165,0,0,-1,0,1000,11,5005,0,2687
176,0,0,-1,0,1000,59,11007,0,2723
177,0,0,0,600000,0,0,13744,0,2802
178,0,0,0,1800000,0,0,14530,0,2820
179,0,1,0,-1,-1,0,29501,0,2824
180,0,1,0,-1,-1,0,29624,0,2825
181,0,0,-1,0,0,0,2828,0,2862
182,0,0,-1,0,0,0,2829,0,2863
183,0,0,-1,0,0,0,2830,0,2871
190,0,0,-1,0,1000,11,5004,0,2888
193,0,0,-1,0,-1,0,11007,0,2894
194,0,5,0,-1,-1,0,124349,0,2901
195,0,1,0,-1,-1,0,265036,0,2912
196,0,2,0,-1,-1,0,16415,0,2915
197,0,2,0,-1,-1,0,13491,0,2942
198,0,0,-1,1000,-1,0,8115,0,3012
199,0,0,-1,1000,-1,0,8091,0,3013
200,0,0,0,-1,-1,0,73287,0,3080
201,0,0,-1,-1,60000,4,29236,0,3087
202,0,2,0,-1,-1,0,144271,0,3194
203,0,0,-1,0,1000,11,5005,0,3220
204,0,0,-1,0,-1,0,3112,0,3239
205,0,0,-1,0,-1,0,3113,0,3240
206,0,0,-1,0,-1,0,3114,0,3241
207,0,0,-10,30000,0,0,7669,0,3251
209,0,2,0,-1,-1,0,18078,0,3336
210,0,0,-1,0,3000,79,3219,0,3382
211,0,0,-1,0,3000,79,3166,0,3383
212,0,0,-1,0,60000,4,438,0,3385
213,0,0,-1,0,60000,79,26677,0,3386
214,0,0,-1,0,60000,4,3169,0,3387
215,0,0,-1,0,3000,79,3222,0,3388
216,0,0,-1,0,3000,79,3220,0,3389
217,0,0,-1,0,3000,79,3160,0,3390
218,0,0,-1,0,3000,79,3164,0,3391
225,0,0,-1,-1,60000,24,700,0,3434
226,0,0,-1,-1,1000,11,2639,0,3448
227,0,0,0,600000,60000,1141,9515,0,3456
228,0,1,0,-1,-1,0,144317,0,3475
229,0,0,-1,0,1000,150,3267,0,3530
230,0,0,-1,0,1000,150,3268,0,3531
231,0,1,0,-1,-1,0,14565,0,3566
242,0,0,-1,0,1000,11,5005,0,3662
243,0,0,-1,0,1000,11,5006,0,3663
244,0,0,-1,0,1000,11,5006,0,3664
245,0,0,-1,0,1000,11,5006,0,3665
246,0,0,-1,0,1000,11,5006,0,3666
259,0,0,-1,-1,-1,0,11008,0,3703
260,0,0,0,-1,-1,0,1538,0,3710
261,0,0,-1,0,1000,11,5006,0,3726
262,0,0,-1,0,1000,11,5006,0,3727
263,0,0,-1,0,1000,11,5007,0,3728
264,0,0,-1,0,1000,11,5007,0,3729
273,0,0,-1,-1,-1,0,3407,0,3745
274,0,0,-1,0,1000,11,435,0,3770
275,0,0,-1,0,1000,11,1127,0,3771
276,0,0,-1,0,1000,59,1133,0,3772
277,0,0,-1,0,-1,0,3408,0,3776
278,0,1,0,-1,-1,0,265034,0,3822
279,0,0,-1,0,600000,4,3680,0,3823
280,0,0,-1,1000,0,0,3594,0,3824
281,0,0,-1,0,3000,79,3593,0,3825
282,0,0,-1,0,3000,79,3223,0,3826
283,0,0,-1,0,60000,4,2023,0,3827
284,0,0,-1,0,3000,79,6512,0,3828
285,0,0,-1,1000,0,0,3595,0,3829
292,1,2,0,-1,-1,0,144251,0,3854
313,0,0,0,120000,0,0,3607,0,3912
314,0,0,-1,0,1000,11,1129,0,3927
315,0,0,-1,0,60000,30,4042,0,3928
316,0,0,0,1000,-1,0,3678,0,4027
317,0,2,0,-1,-1,0,13496,0,4090
318,0,1,0,-1,-1,0,9133,0,4248
319,0,0,0,300000,0,0,9163,0,4262
320,0,0,0,1200000,15000,1141,9174,0,4264
321,0,0,-1,1000,-1,0,2833,0,4265
340,0,0,0,1800000,-1,0,9774,0,4328
365,0,0,-1,60000,60000,24,4054,0,4358
366,0,0,-1,0,60000,24,4064,0,4360
367,0,0,-1,0,60000,24,4061,0,4365
368,0,0,-1,0,120000,1153,4071,0,4366
369,0,0,-1,1000,-1,0,4056,0,4367
370,0,0,-1,0,60000,24,4065,0,4370
371,0,0,-1,0,60000,24,4066,0,4374
372,0,0,-5,900000,0,0,4057,0,4376
373,0,0,-1,0,60000,24,4062,0,4378
374,0,0,-1,0,60000,24,4067,0,4380
375,0,0,-10,300000,120000,1153,18805,0,4381
376,0,0,-1,0,60000,24,4074,0,4384
377,0,0,-5,900000,0,0,4077,0,4386
378,0,0,-5,0,60000,24,4060,0,4388
379,0,0,-1,0,60000,24,4068,0,4390
380,0,0,-1,600000,60000,24,4078,0,4391
381,0,0,-1,0,120000,1153,4072,0,4392
382,0,0,-1,0,60000,24,4069,0,4394
383,0,0,-1,0,60000,24,4100,0,4395
384,0,0,0,300000,60000,94,4073,0,4396
385,0,0,0,3600000,0,0,4079,0,4397
386,0,0,-1,1000,-1,0,4075,0,4398
387,0,0,-1,-1,0,0,55884,0,4401
388,1,6,0,-1,-1,0,4055,0,4401
389,0,0,-8,0,60000,24,4067,0,4403
390,0,0,-1,-1,-1,0,3974,0,4405
391,0,0,-1,1000,-1,0,3975,0,4406
392,0,0,-1,-1,-1,0,3976,0,4407
413,0,0,-1,1000,-1,0,8098,0,4419
414,0,0,-1,1000,-1,0,8095,0,4421
415,0,0,-1,1000,-1,0,8101,0,4422
416,0,0,-1,1000,-1,0,8114,0,4424
417,0,0,-1,1000,-1,0,8117,0,4425
418,0,0,-1,1000,-1,0,8120,0,4426
419,0,0,5,300000,0,0,14253,0,4444
420,0,2,0,-1,-1,0,13518,0,4446
421,0,2,0,-1,-1,0,16400,0,4449
422,0,0,-1,0,1000,11,5007,0,4457
423,0,0,-1,-1,-1,0,4141,0,4472
424,0,0,-1,10000,-1,0,4132,0,4479
425,0,0,-1,10000,-1,0,4131,0,4480
426,0,0,-1,10000,-1,0,4130,0,4481
427,0,1,0,-1,-1,0,4152,0,4491
428,0,0,-1,-1,-1,0,4239,0,4529
429,0,0,-1,0,1000,11,433,0,4536
430,0,0,-1,0,1000,11,434,0,4537
431,0,0,-1,0,1000,11,435,0,4538
432,0,0,-1,0,1000,11,1127,0,4539
433,0,0,-1,0,1000,11,433,0,4540
434,0,0,-1,0,1000,11,434,0,4541
435,0,0,-1,0,1000,11,435,0,4542
436,0,0,-1,0,1000,11,1127,0,4544
437,0,0,-3,1000,0,0,4318,0,4546
438,0,0,-1,0,1000,11,434,0,4592
439,0,0,-1,0,1000,11,435,0,4593
440,0,0,-1,0,1000,11,1127,0,4594
441,0,0,-1,0,1000,59,11009,0,4595
442,0,0,-1,0,60000,30,440,0,4596
445,0,0,-1,0,60000,24,4062,0,4598
446,0,0,-1,0,1000,11,1129,0,4599
447,0,0,-1,0,1000,59,11009,0,4600
448,0,0,-1,0,1000,11,1129,0,4601
449,0,0,-1,0,1000,11,1129,0,4602
450,0,0,-1,0,1000,11,1127,0,4603
451,0,0,-1,0,1000,11,433,0,4604
452,0,0,-1,0,1000,11,434,0,4605
453,0,0,-1,0,1000,11,435,0,4606
454,0,0,-1,0,1000,11,1127,0,4607
455,0,0,-1,0,1000,11,1129,0,4608
458,0,0,-1,0,60000,4,4941,0,4623
461,0,0,-1,-1,-1,0,4945,0,4639
462,0,0,0,-1,-1,0,4982,0,4640
463,0,0,-1,0,1000,11,433,0,4656
464,0,0,0,600000,1000,59,1135,0,4696
465,0,0,-1,-1,-1,0,4954,0,4702
466,0,0,-1,0,1000,59,1133,0,4791
467,0,0,-1,-1,-1,0,4981,0,4823
468,0,0,-1,0,60000,24,5134,0,4852
469,0,0,-1,0,60000,24,8312,0,4941
470,0,0,-1,-1,-1,0,16375,0,4945
471,0,0,-1,0,1000,59,5020,0,4952
472,0,0,-1,0,1000,59,5021,0,4953
473,0,0,-1,-1,-1,0,4975,0,4956
474,0,0,0,300000,0,0,5024,0,4984
476,0,0,-1,-1,-1,0,5099,0,4986
477,0,0,-1,0,60000,24,5100,0,5013
478,0,0,0,-1,-1,0,68417,0,5014
479,0,0,-1,-1,-1,0,5107,0,5020
480,0,0,-1,1000,0,0,5140,0,5021
481,0,0,-1,-1,-1,0,68417,0,5042
482,0,0,-1,-1,-1,0,68417,0,5048
483,0,0,-1,1000,0,0,5161,0,5052
484,0,0,-1,0,1000,11,433,0,5057
485,0,0,0,1000,-1,0,5166,0,5059
486,0,0,-1,0,1000,11,434,0,5066
487,1,0,-1,-1,-1,0,5206,0,5068
488,0,0,0,300000,0,0,1139,0,5079
491,0,0,-1,0,1000,11,434,0,5095
492,0,0,-1,-1,-1,0,483,0,5126
493,1,6,0,-1,-1,0,5169,0,5126
494,0,0,-1,-1,-1,0,483,0,5127
495,1,6,0,-1,-1,0,5264,0,5127
496,0,0,-1,-1,-1,0,483,0,5129
497,1,6,0,-1,-1,0,5268,0,5129
498,0,0,-1,-1,-1,0,483,0,5130
499,1,6,0,-1,-1,0,5267,0,5130
500,0,0,-1,-1,-1,0,483,0,5131
501,1,6,0,-1,-1,0,5265,0,5131
502,0,0,-1,-1,-1,0,483,0,5132
503,1,6,0,-1,-1,0,5266,0,5132
504,0,0,-1,10000,-1,0,5316,0,5165
505,0,2,0,-1,-1,0,18092,0,5182
506,0,0,-1,-1,-1,0,4976,0,5185
507,0,0,-1,0,0,1153,434,0,5205
508,0,0,-1,0,0,0,5665,0,5206
509,0,0,-1,-1,-1,0,5666,0,5218
510,0,0,-1,0,900000,831,20707,0,5232
511,0,0,-5,120000,-1,0,5809,0,5251
512,0,0,0,1800000,0,0,14053,0,5323
513,0,0,-1,600000,60000,24,6084,0,5332
514,0,0,-1,-1,-1,0,6234,0,5338
515,0,0,-1,0,1000,59,6114,0,5342
516,0,0,-1,0,1000,11,433,0,5349
517,0,0,-1,0,1000,59,430,0,5350
518,0,0,1,1000,-1,0,6298,0,5387
519,0,0,-1,-1,-1,0,4975,0,5411
520,0,0,-1,-1,-1,0,4977,0,5415
521,0,0,-1,-1,-1,0,4978,0,5416
522,0,0,0,-1,-1,0,265,0,5417
523,0,0,0,-1,-1,0,5,0,5418
524,0,0,-1,1000,-1,0,6296,0,5421
525,0,2,0,-1,-1,0,18197,0,5426
526,0,0,-1,-1,-1,0,6310,0,5456
527,0,0,-1,0,60000,24,8277,0,5457
528,0,0,0,60000,-1,0,6405,0,5462
529,0,0,-1,0,1000,11,5004,0,5472
530,0,0,-1,0,1000,11,6410,0,5473
531,0,0,-1,0,1000,11,5004,0,5474
532,0,0,-1,-1,-1,0,6527,0,5475
533,0,0,-1,0,1000,11,5005,0,5476
534,0,0,-1,0,1000,11,5005,0,5477
535,0,0,-1,0,1000,11,435,0,5478
536,0,0,-1,0,1000,11,5006,0,5479
537,0,0,-1,0,1000,11,5006,0,5480
552,0,0,0,0,0,0,12883,0,5507
553,1,0,-3,-1,-1,1711,6262,0,5512
554,1,0,-3,0,120000,100,5405,0,5513
555,1,0,-3,0,120000,100,5405,0,5514
556,0,0,0,-1,-1,0,3366,0,5521
557,0,0,-1,-1,-1,0,58172,0,5523
558,0,0,-1,-1,-1,0,58168,0,5524
559,0,0,-1,0,1000,11,5005,0,5525
560,0,0,-1,0,1000,11,435,0,5526
561,0,0,-1,0,1000,11,5006,0,5527
570,0,0,3,300000,0,0,14134,0,5613
571,0,1,0,-1,-1,0,265233,0,5616
572,0,0,-1,-1,-1,0,6609,0,5619
573,0,0,-1,-1,-1,0,6610,0,5621
574,0,0,-1,-1,-1,0,6611,0,5623
575,0,0,-1,0,60000,4,6612,0,5631
576,0,0,-1,0,60000,4,6613,0,5633
577,0,0,-1,0,60000,4,6615,0,5634
578,0,0,-1,-1,-1,0,6620,0,5638
585,0,0,-1,-1,3000,330,55884,0,5655
586,1,6,0,-1,-1,0,6648,0,5655
587,0,0,-1,-1,3000,330,55884,0,5656
588,1,6,0,-1,-1,0,458,0,5656
589,0,0,-1,-1,3000,330,55884,0,5665
590,1,6,0,0,0,0,6653,0,5665
591,0,0,-1,-1,3000,330,55884,0,5668
592,1,6,0,0,0,0,6654,0,5668
593,0,0,0,1000,-1,0,6658,0,5687
594,0,0,-1,-1,-1,0,6627,0,5692
595,0,0,-1,-1,-1,0,6656,0,5693
596,0,0,-1,-1,-1,0,6630,0,5694
597,0,0,-1,-1,-1,0,6626,0,5695
598,0,0,-1,1000,-1,0,47004,0,5740
599,0,2,0,-1,-1,0,144265,0,5752
600,0,2,0,-1,-1,0,144254,0,5756
619,0,0,-1,-1,-1,0,6717,0,5810
620,0,2,0,-1,-1,0,20869,0,5815
621,0,0,-1,0,60000,4,6724,0,5816
622,0,0,-1,0,1000,11,435,0,5845
623,0,0,-1,1000,-1,0,6802,0,5851
624,0,0,-1,-1,-1,0,6758,0,5859
625,0,0,-1,-1,3000,330,55884,0,5864
626,1,6,0,-1,-1,0,6777,0,5864
627,0,0,-1,-1,-1,0,6803,0,5867
628,0,0,-1,1000,-1,0,6805,0,5868
629,0,0,-1,-1,3000,330,55884,0,5872
630,1,6,0,-1,-1,0,6899,0,5872
631,0,0,-1,-1,3000,330,55884,0,5873
632,1,6,0,-1,-1,0,6898,0,5873
637,0,0,-1,-1,-1,0,6902,0,5878
638,0,0,-5,30000,-1,0,6918,0,5880
639,0,0,-1,-1,-1,0,7108,0,5951
646,0,0,-1,0,3000,79,7178,0,5996
647,0,0,-1,0,3000,79,673,0,5997
648,0,0,-1,0,1000,11,5007,0,6038
651,0,0,-1,-1,-1,0,7220,0,6041
652,0,0,-1,-1,-1,0,7216,0,6042
653,0,0,-1,-1,-1,0,7218,0,6043
662,0,0,-1,0,60000,4,7242,0,6048
663,0,0,-1,0,60000,4,7233,0,6049
664,0,0,-1,0,60000,4,7239,0,6050
665,0,0,-1,0,60000,4,7245,0,6051
666,0,0,-1,0,60000,4,7254,0,6052
679,0,0,-1,-1,-1,0,7285,0,6074
680,0,0,0,-1,-1,0,8001,0,6145
681,0,0,-1,0,60000,4,11903,0,6149
682,0,1,0,-1,-1,0,7363,0,6182
683,0,0,-1,-1,-1,0,7364,0,6183
686,0,1,0,-1,-1,0,245729,0,6220
699,0,0,0,180000,0,0,9221,0,6284
700,0,0,0,180000,0,0,9223,0,6286
701,0,0,-1,0,1000,11,433,0,6289
702,0,0,-1,0,1000,11,433,0,6290
703,0,0,-1,0,1000,11,7737,0,6291
704,0,0,-1,0,1000,11,7737,0,6299
705,0,0,-1,0,1000,11,7737,0,6303
706,0,0,-1,0,1000,11,434,0,6308
707,0,0,-1,0,1000,11,434,0,6316
708,0,0,-1,0,1000,11,433,0,6317
719,0,2,0,-1,-1,0,13490,0,6331
732,0,0,-1,0,1000,11,433,0,6361
733,0,0,-1,0,1000,11,435,0,6362
734,0,1,0,-1,-1,0,7823,0,6365
735,0,1,0,-1,-1,0,124034,0,6366
736,0,1,0,-1,-1,0,71435,0,6367
741,0,0,-1,60000,60000,4,7840,0,6372
742,0,0,-1,0,3000,79,7844,0,6373
753,0,0,0,-1,-1,0,7914,0,6436
754,0,0,-1,0,1000,150,7926,0,6450
755,0,0,-1,0,1000,150,7927,0,6451
756,0,0,-1,60000,0,150,7932,0,6452
757,0,0,-1,60000,0,150,7933,0,6453
760,0,0,-1,0,1000,11,433,0,6458
761,0,1,0,-1,-1,0,259006,0,6469
762,0,1,0,-1,-1,0,258972,0,6472
769,0,0,-1,-1,-1,0,483,0,6516
770,1,6,0,-1,-1,0,688,0,6516
771,0,0,-1,10000,1000,11,8063,0,6522
772,0,0,-1,-1,-1,0,8087,0,6529
773,0,0,-1,-1,-1,0,8088,0,6530
774,0,0,-1,-1,-1,0,8090,0,6532
775,0,0,-1,-1,-1,0,8089,0,6533
776,0,0,-1,-1,-1,0,483,0,6544
777,1,6,0,-1,-1,0,697,0,6544
778,0,2,0,-1,-1,0,8191,0,6622
779,0,0,-1,-1,-1,0,483,0,6623
780,1,6,0,-1,-1,0,712,0,6623
781,0,0,0,180000,0,0,9224,0,6626
782,0,0,-1,-1,-1,0,8202,0,6635
783,0,0,-1,-1,-1,0,8898,0,6636
784,0,0,-1,-1,-1,0,8899,0,6637
785,0,0,-1,-1,-1,0,8900,0,6638
786,0,0,-1,-1,-1,0,483,0,6648
787,1,6,0,-1,-1,0,8071,0,6648
788,0,0,-1,-1,-1,0,483,0,6649
789,1,6,0,-1,-1,0,3599,0,6649
790,0,0,-1,-1,-1,0,483,0,6650
791,1,6,0,-1,-1,0,5394,0,6650
792,0,0,-1,1000,1000,11,8213,0,6657
793,0,2,0,-1,-1,0,8348,0,6660
796,0,0,-1,0,3000,79,8212,0,6662
801,0,0,0,1000,-1,0,8283,0,6684
804,0,0,-1,0,0,0,105518,0,6712
805,0,0,-1,0,60000,24,8331,0,6714
814,0,1,0,-1,-1,0,265057,0,6738
815,0,0,-1,-1,-1,0,8517,0,6783
816,0,1,0,-1,-1,0,63751,0,6786
817,0,0,-1,0,1000,11,1127,0,6807
818,0,0,-1,-1,-1,0,8532,0,6811
819,0,1,0,-1,-1,0,265071,0,6831
820,0,0,-1,-1,-1,0,8593,0,6866
821,0,0,-1,0,1000,11,1129,0,6887
822,0,0,-1,0,1000,11,5004,0,6888
823,0,0,-1,0,1000,11,434,0,6890
828,2,0,0,1800000,0,0,18956,0,6898
829,0,1,0,-1,-1,0,258896,0,6904
830,0,1,0,-1,-1,0,259009,0,6909
831,0,0,0,180000,0,0,8674,0,6913
832,0,0,0,180000,0,0,7728,0,6928
833,0,0,0,180000,-1,0,8712,0,6931
834,0,0,0,1800000,1800000,1176,8690,0,6948
835,0,0,0,3600000,15000,1141,70537,0,6972
836,0,0,-1,-1,-1,0,483,0,6988
837,1,6,0,-1,-1,0,691,0,6988
838,0,0,0,180000,-1,0,8712,0,6997
839,0,0,0,180000,-1,0,8712,0,6999
840,0,5,0,-1,-1,0,124181,0,7005
841,0,1,0,-1,-1,0,8747,0,7052
862,0,0,-1,0,1000,11,433,0,7097
865,0,0,-1,-1,-1,0,8856,0,7131
866,0,0,0,3600000,15000,1141,70537,0,7133
867,0,0,0,1800000,1800000,1051,8342,0,7148
868,0,0,0,300000,300000,1203,8892,0,7189
869,0,0,-1,-1,-1,0,8919,0,7207
870,0,0,-1,-1,-1,0,8917,0,7208
871,0,0,-1,0,1000,11,435,0,7228
872,0,0,10,8000,-1,0,9082,0,7247
873,0,0,-1,-1,-1,0,9052,0,7269
874,0,0,-1,-1,-1,0,9055,0,7273
875,0,1,0,-1,-1,0,9233,0,7284
882,0,0,0,180000,0,0,8913,0,7297
883,0,0,-1,-1,-1,0,9092,0,7307
884,0,0,0,10000,-1,0,9095,0,7308
885,0,1,0,-1,-1,0,9134,0,7349
896,0,1,0,-1,-1,0,9160,0,7375
897,0,0,0,10000,-1,0,9172,0,7388
898,0,0,0,1200000,300000,1203,9175,0,7391
909,0,0,0,180000,0,0,9222,0,7464
910,0,0,0,180000,0,0,8344,0,7506
911,0,0,0,1800000,0,0,9252,0,7507
912,0,0,0,900000,0,0,9252,0,7508
913,1,0,0,1800000,0,0,9253,0,7515
918,0,0,-1,-1,-1,0,9437,0,7586
921,0,0,-5,120000,-1,0,9489,0,7667
922,0,0,-1,300000,60000,4,9512,0,7676
923,0,2,0,-1,-1,0,9632,0,7717
924,0,2,0,-1,-1,0,18204,0,7730
925,0,0,-1,-1,-1,0,9577,0,7733
926,0,0,0,180000,10000,1141,14537,0,7734
927,0,0,-1,-1,-1,0,9594,0,7740
928,0,0,-1,-1,-1,0,9595,0,7741
931,0,1,0,-1,-1,0,7619,0,7747
932,0,2,0,-1,-1,0,18200,0,7753
933,0,0,-1,-1,-1,0,9586,0,7766
934,0,0,-1,-1,-1,0,9584,0,7767
935,0,0,-1,-1,-1,0,9583,0,7768
936,0,0,-1,0,1000,11,5004,0,7806
937,0,0,-1,0,1000,11,5004,0,7807
938,0,0,-1,0,1000,11,5004,0,7808
939,0,0,0,60000,-1,0,9712,0,7866
940,1,0,0,1800000,0,0,9774,0,7936
941,0,1,0,-1,-1,0,9778,0,7939
942,0,1,0,-1,-1,0,17746,0,7953
944,0,2,0,-1,-1,0,9796,0,7959
945,0,2,0,-1,-1,0,9800,0,7960
946,0,2,0,-1,-1,0,9806,0,7961
947,0,0,-1,0,0,0,9900,0,7964
948,0,0,-1,0,-1,0,9903,0,7965
949,0,0,-1,-1,-1,0,9781,0,7967
950,0,0,-1,-1,-1,0,9783,0,7969
951,0,0,0,-1,-1,0,9976,0,7970
952,0,0,-1,-1,-1,0,58165,0,7973
995,0,1,0,-1,-1,0,7823,0,7996
996,0,1,0,-1,-1,0,265072,0,8006
997,1,0,-3,0,120000,100,5405,0,8007
998,1,0,-3,0,120000,100,5405,0,8008
1005,0,0,10,-1,-1,0,10113,0,8051
1006,0,0,0,-1,-1,0,10137,0,8066
1007,0,0,-1,0,1000,11,1129,0,8075
1008,0,0,-1,0,1000,11,1131,0,8076
1009,0,0,-1,0,1000,59,1135,0,8077
1010,0,0,-1,0,1000,59,1137,0,8078
1011,0,0,-1,0,1000,59,22734,0,8079
1012,0,0,-1,-1,-1,0,10723,0,8095
1013,0,0,-1,-1,-1,0,10617,0,8149
1014,0,0,-1,-1,-1,0,10459,0,8155
1015,0,0,-1,1000,-1,0,10344,0,8173
1016,0,2,0,-1,-1,0,144244,0,8190
1017,0,1,0,-1,-1,0,17746,0,8197
1018,0,2,0,-1,-1,0,10351,0,8223
1019,0,1,0,-1,-1,0,265073,0,8224
1020,0,2,0,-1,-1,0,13530,0,8225
